"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"FALC","FalconStor Software, Inc.","1.53","$62.62M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/falc",
"DAVE","Famous Dave&#39;s of America, Inc.","29.6","$208.65M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dave",
"FARM","Farmer Brothers Company","24.79","$411.31M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/farm",
"FFKT","Farmers Capital Bank Corporation","23.31","$174.6M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffkt",
"FMNB","Farmers National Banc Corp.","8.24","$151.69M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmnb",
"FARO","FARO Technologies, Inc.","46.11","$801.26M","1997","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","40.8","$12.06B","1987","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/fast",
"FATE","Fate Therapeutics, Inc.","6.7","$138.27M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/fate",
"FBSS","Fauquier Bankshares, Inc.","16.95","$63.47M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbss",
"FBRC","FBR & Co","22.8","$190.74M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/fbrc",
"FDML","Federal-Mogul Holdings Corporation","13.3","$2B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/fdml",
"FNHC","Federated National Holding Company","30.24","$428.05M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/fnhc",
"FEIC","FEI Company","73.72","$3.08B","1995","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/feic",
"FHCO","Female Health Company (The)","3.21","$92.49M","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/fhco",
"FCSC","Fibrocell Science Inc","4.04","$165.06M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fcsc",
"FGEN","FibroGen, Inc","28.42","$1.68B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fgen",
"ONEQ","Fidelity Nasdaq Composite Index Tracking Stock","195.74","$450.2M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/oneq",
"LION","Fidelity Southern Corporation","17.25","$368.83M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lion",
"FDUS","Fidus Investment Corporation","16.56","$265.81M","2011","n/a","n/a","http://www.nasdaq.com/symbol/fdus",
"FRGI","Fiesta Restaurant Group, Inc.","58.63","$1.57B","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/frgi",
"FSAM","Fifth Street Asset Management Inc.","11","$537.43M","2014","Finance","Investment Managers","http://www.nasdaq.com/symbol/fsam",
"FSC","Fifth Street Finance Corp.","7.11","$1.09B","2008","n/a","n/a","http://www.nasdaq.com/symbol/fsc",
"FSCFL","Fifth Street Finance Corp.","25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fscfl",
"FSFR","Fifth Street Senior Floating Rate Corp.","10.88","$320.6M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fsfr",
"FITB","Fifth Third Bancorp","18.99","$15.48B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitb",
"FITBI","Fifth Third Bancorp","28.24","$508.32M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fitbi",
"FNGN","Financial Engines, Inc.","42.42","$2.2B","2010","Finance","Investment Managers","http://www.nasdaq.com/symbol/fngn",
"FISI","Financial Institutions, Inc.","23.67","$335.33M","1999","Finance","Major Banks","http://www.nasdaq.com/symbol/fisi",
"FNSR","Finisar Corporation","21.26","$2.21B","1999","Technology","Semiconductors","http://www.nasdaq.com/symbol/fnsr",
"FNJN","Finjan Holdings, Inc.","1.5848","$35.66M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/fnjn",
"FNTC","FinTech Acquisition Corp.","n/a","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/fntc",
"FNTCU","FinTech Acquisition Corp.","10.13","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/fntcu",
"FNTCW","FinTech Acquisition Corp.","0.34","n/a","2015","Finance","Business Services","http://www.nasdaq.com/symbol/fntcw",
"FEYE","FireEye, Inc.","42.43","$6.6B","2013","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/feye",
"FBNC","First Bancorp","16.89","$332.9M","1987","Finance","Major Banks","http://www.nasdaq.com/symbol/fbnc",
"FNLC","First Bancorp, Inc (ME)","16.89","$181.29M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnlc",
"FRBA","First Bank","6.05","$47.72M","2013","n/a","n/a","http://www.nasdaq.com/symbol/frba",
"BUSE","First Busey Corporation","6.62","$575.08M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/buse",
"FBIZ","First Business Financial Services, Inc.","43.8","$189.98M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbiz",
"FCVA","First Capital Bancorp, Inc. (VA)","4.407","$57.09M","2007","Finance","Major Banks","http://www.nasdaq.com/symbol/fcva",
"FCAP","First Capital, Inc.","25.19","$69.52M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fcap",
"FCFS","First Cash Financial Services, Inc.","49.3","$1.4B","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/fcfs",
"FCZA","First Citizens Banc Corp.","11.01","$85.88M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcza",
"FCZAP","First Citizens Banc Corp.","38.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fczap",
"FCNCA","First Citizens BancShares, Inc.","251.48","$3.02B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcnca",
"FCLF","First Clover Leaf Financial Corp.","8.5301","$59.77M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fclf",
"FCBC","First Community Bancshares, Inc.","17.37","$322.14M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcbc",
"FCCO","First Community Corporation","11.45","$76.53M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fcco",
"FBNK","First Connecticut Bancorp, Inc.","15.38","$246.63M","2011","Finance","Banks","http://www.nasdaq.com/symbol/fbnk",
"FDEF","First Defiance Financial Corp.","33.5","$309.37M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fdef",
"FFNM","First Federal of Northern Michigan Bancorp, Inc.","5.94","$23.97M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffnm",
"FFBC","First Financial Bancorp.","17.52","$1.08B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffbc",
"FFBCW","First Financial Bancorp.","6.05","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffbcw",
"FFIN","First Financial Bankshares, Inc.","29.17","$1.87B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffin",
"THFF","First Financial Corporation Indiana","34.22","$443.22M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/thff",
"FFNW","First Financial Northwest, Inc.","12.07","$181.44M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/ffnw",
"FFWM","First Foundation Inc.","19.15","$150.88M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffwm",
"INBK","First Internet Bancorp","18.18","$81.57M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/inbk",
"FIBK","First Interstate BancSystem, Inc.","27.99","$604.18M","2010","Finance","Major Banks","http://www.nasdaq.com/symbol/fibk",
"FRME","First Merchants Corporation","23.54","$888.77M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/frme",
"FMBH","First Mid-Illinois Bancshares, Inc.","20.28","$142.31M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmbh",
"FMBI","First Midwest Bancorp, Inc.","17.46","$1.36B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmbi",
"FNBC","First NBC Bank Holding Company","35.41","$658.97M","2013","Finance","Major Banks","http://www.nasdaq.com/symbol/fnbc",
"FNFG","First Niagara Financial Group Inc.","9.075","$3.21B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnfg",
"FNWB","First Northwest Bancorp","12.205","$159.89M","2015","Finance","Banks","http://www.nasdaq.com/symbol/fnwb",
"FSFG","First Savings Financial Group, Inc.","28.75","$62.9M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fsfg",
"FSGI","First Security Group, Inc.","2.42","$161.72M","2005","Finance","Major Banks","http://www.nasdaq.com/symbol/fsgi",
"FSLR","First Solar, Inc.","62.25","$6.27B","2006","Technology","Semiconductors","http://www.nasdaq.com/symbol/fslr",
"FSBK","First South Bancorp Inc","7.89","$75.18M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fsbk",
"BICK","First Trust BICK Index Fund","25.26","$17.68M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bick",
"FTCS","First Trust Capital Strength ETF","38.56","$84.83M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftcs",
"FV","First Trust Dorsey Wright Focus 5 ETF","24.25","$2.95B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fv",
"IFV","First Trust Dorsey Wright International Focus 5 ETF","19.95","$26.93M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ifv",
"FEMB","First Trust Emerging Markets Local Currency Bond ETF","45.85","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/femb",
"FTSM","First Trust Enhanced Short Maturity ETF","60.1","$3.01M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftsm",
"FEUZ","First Trust Eurozone AlphaDEX ETF","33.01","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/feuz",
"TDIV","First Trust Exchange-Traded Fund VI First Trust NASDAQ Technol","27.7532","$706.46M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tdiv",
"MDIV","First Trust Exchange-Traded Fund VI Multi-Asset Diversified In","21.28","$1.06B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mdiv",
"FTGC","First Trust Global Tactical Commodity Strategy Fund","24.15","$221.05M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftgc",
"FTHI","First Trust High Income ETF","20.8601","$3.13M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fthi",
"HYLS","First Trust High Yield Long/Short ETF","50.84","$188.11M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hyls",
"FPXI","First Trust International IPO ETF","30.91","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fpxi",
"YDIV","First Trust International Multi-Asset Diversified Income Index","19.192","$12.47M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ydiv",
"SKYY","First Trust ISE Cloud Computing Index Fund","29.97","$443.56M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/skyy",
"CU","First Trust ISE Global Copper Index Fund","17.6","$22M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cu",
"PLTM","First Trust ISE Global Platinum Index Fund","9.29","$8.83M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pltm",
"FTLB","First Trust Low Beta Income ETF","20.79","$2.08M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftlb",
"LMBS","First Trust Low Duration Mortgage Opportunities ETF","50.61","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lmbs",
"FMB","First Trust Managed Municipal ETF","52.155","$20.86M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fmb",
"QABA","First Trust NASDAQ ABA Community Bank Index Fund","36.9001","$95.94M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qaba",
"FONE","First Trust NASDAQ CEA Smartphone Index Fund","41.229","$12.37M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fone",
"QCLN","First Trust NASDAQ Clean Edge Green Energy Index Fund","19.38","$125M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qcln",
"GRID","First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ","36.08","$12.63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/grid",
"CARZ","First Trust NASDAQ Global Auto Index Fund","41.05","$69.79M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/carz",
"RDVY","First Trust NASDAQ Rising Dividend Achievers ETF","22.6099","$7.91M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rdvy",
"QQEW","First Trust NASDAQ-100 Equal Weighted Index Fund","44.5899","$657.7M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqew",
"QQXT","First Trust NASDAQ-100 Ex-Technology Sector Index Fund","42.17","$107.53M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqxt",
"QTEC","First Trust NASDAQ-100- Technology Index Fund","44.15","$359.82M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qtec",
"AIRR","First Trust RBA American Industrial Renaissance ETF","18.8405","$79.13M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/airr",
"QINC","First Trust RBA Quality Income ETF","21.97","$5.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qinc",
"FTSL","First Trust Senior Loan Fund ETF","49.49","$202.91M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ftsl",
"FDIV","First Trust Strategic Income ETF","50.6299","$20.25M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fdiv",
"TUSA","First Trust Total US Market AlphaDEX ETF","26.9427","$6.74M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tusa",
"FUNC","First United Corporation","8.65","$53.96M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/func",
"SVVC","Firsthand Technology Value Fund, Inc.","15.1","$116.31M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/svvc",
"FMER","FirstMerit Corporation","19.42","$3.21B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmer",
"FSRV","FirstService Corporation","67.08","$2.32B","n/a","Finance","Real Estate","http://www.nasdaq.com/symbol/fsrv",
"FISV","Fiserv, Inc.","78.16","$18.59B","1986","Technology","EDP Services","http://www.nasdaq.com/symbol/fisv",
"FIVE","Five Below, Inc.","35.24","$1.92B","2012","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/five",
"FPRX","Five Prime Therapeutics, Inc.","23.81","$607.93M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fprx",
"FIVN","Five9, Inc.","5.39","$267.4M","2014","Technology","EDP Services","http://www.nasdaq.com/symbol/fivn",
"FLML","Flamel Technologies S.A.","15.93","$620.26M","1996","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flml",
"FLKS","Flex Pharma, Inc.","22.34","$400.64M","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flks",
"FLXN","Flexion Therapeutics, Inc.","19.01","$407.89M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/flxn",
"SKOR","FlexShares Credit-Scored US Corporate Bond Index Fund","51.27","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/skor",
"MBSD","FlexShares Disciplined Duration MBS Index Fund","25.31","$5.06M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/mbsd",
"FLXS","Flexsteel Industries, Inc.","33.05","$245.76M","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/flxs",
"FLEX","Flextronics International Ltd.","12.46","$7.13B","1994","Technology","Electrical Products","http://www.nasdaq.com/symbol/flex",
"FLIR","FLIR Systems, Inc.","30.22","$4.22B","1993","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/flir",
"FLDM","Fluidigm Corporation","44.47","$1.26B","2011","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/fldm",
"FFIC","Flushing Financial Corporation","20.47","$601.97M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffic",
"FOMX","Foamix Pharmaceuticals Ltd.","10.84","$245.68M","2014","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/fomx",
"FONR","Fonar Corporation","11.92","$76.69M","1981","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/fonr",
"FES","Forbes Energy Services Ltd","1.36","$29.78M","n/a","Energy","Oilfield Services/Equipment","http://www.nasdaq.com/symbol/fes",
"FNRG","ForceField Energy Inc.","3.11","$58.79M","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/fnrg",
"FORM","FormFactor, Inc.","9.3","$535.51M","2003","Technology","Semiconductors","http://www.nasdaq.com/symbol/form",
"FORTY","Formula Systems (1985) Ltd.","26.46","$389.46M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/forty",
"FORR","Forrester Research, Inc.","36.24","$654.24M","1996","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/forr",
"FTNT","Fortinet, Inc.","34.63","$5.85B","2009","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ftnt",
"FWRD","Forward Air Corporation","51.41","$1.59B","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/fwrd",
"FORD","Forward Industries, Inc.","0.7","$5.86M","n/a","Consumer Non-Durables","Plastic Products","http://www.nasdaq.com/symbol/ford",
"FWP","Forward Pharma A/S","31.9","$1.48B","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/fwp",
"FOSL","Fossil Group, Inc.","81.525","$4.11B","1993","Consumer Non-Durables","Consumer Specialties","http://www.nasdaq.com/symbol/fosl",
"FMI","Foundation Medicine, Inc.","49.91","$1.45B","2013","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/fmi",
"FXCB","Fox Chase Bancorp, Inc.","16.98","$199.23M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/fxcb",
